,publisher,genres,app_name,title,url,release_date,tags,reviews_url,specs,price,early_access,id,developer
889,,,Last Mage Standing,,http://store.steampowered.com/app/568030/Last_Mage_Standing/,,"['Action', 'Adventure', 'VR']",http://steamcommunity.com/app/568030/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",2.99,False,568030.0,
890,,,After School Massacre,After School Massacre,http://store.steampowered.com/app/643120/After_School_Massacre/,2014-11-04,"['Sexual Content', 'Movie', 'Violent']",http://steamcommunity.com/app/643120/reviews/?browsefilter=mostrecent&p=1,,3.99,False,643120.0,
891,Zeroscale,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Demolition Inc.,Demolition Inc.,http://store.steampowered.com/app/98600/Demolition_Inc/,2011-09-19,"['Strategy', 'Indie', 'Casual', 'Simulation', 'Action', 'Destruction', 'Puzzle', 'Physics']",http://steamcommunity.com/app/98600/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",5.99,False,98600.0,Zeroscale
892,Activision,['Action'],Call of Duty®: Ghosts -  Flags of the World Pack,Call of Duty®: Ghosts -  Flags of the World Pack,http://store.steampowered.com/app/301110/Call_of_Duty_Ghosts___Flags_of_the_World_Pack/,2014-07-03,['Action'],http://steamcommunity.com/app/301110/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,301110.0,Infinity Ward
893,Old School Blender Addicted,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']",Hoversurf in the Mess,Hoversurf in the Mess,http://store.steampowered.com/app/623350/Hoversurf_in_the_Mess/,2017-06-06,"['Adventure', 'Indie', 'Simulation', 'Racing', 'Action']",http://steamcommunity.com/app/623350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",0.99,False,623350.0,Manic Mind Game Lab
894,Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Globe Swift GC1-A Add-On,FSX: Steam Edition - Globe Swift GC1-A Add-On,http://store.steampowered.com/app/379543/FSX_Steam_Edition__Globe_Swift_GC1A_AddOn/,2016-02-23,['Simulation'],http://steamcommunity.com/app/379543/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",19.99,False,379543.0,Aeroplane Heaven
895,Electronic Arts,"['Action', 'RPG']",Mass Effect,Mass Effect,http://store.steampowered.com/app/17460/Mass_Effect/,2008-05-28,"['RPG', 'Sci-fi', 'Story Rich', 'Action', 'Third-Person Shooter', 'Singleplayer', 'Space', 'Great Soundtrack', 'Third Person', 'Choices Matter', 'Female Protagonist', 'Shooter', 'Adventure', 'Real-Time with Pause', 'Open World', 'Character Customization', 'Atmospheric', 'Romance', 'Action RPG', 'Dark Fantasy']",http://steamcommunity.com/app/17460/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,False,17460.0,BioWare
896,"KOEI TECMO GAMES CO., LTD.",['Strategy'],NOBUNAGA’S AMBITION: Reppuden with Power Up Kit / 信長の野望・烈風伝 with パワーアップキット,NOBUNAGA’S AMBITION: Reppuden with Power Up Kit / 信長の野望・烈風伝 with パワーアップキット,http://store.steampowered.com/app/628110/NOBUNAGAS_AMBITION_Reppuden_with_Power_Up_Kit___with/,2017-08-29,['Strategy'],http://steamcommunity.com/app/628110/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",19.99,False,628110.0,"KOEI TECMO GAMES CO., LTD."
897,Degica,['Action'],DARIUSBURST Chronicle Saviours - Soukyuugurentai,DARIUSBURST Chronicle Saviours - Soukyuugurentai,http://store.steampowered.com/app/540681/DARIUSBURST_Chronicle_Saviours__Soukyuugurentai/,2017-01-18,['Action'],http://steamcommunity.com/app/540681/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,540681.0,"Pyramid,Chara-Ani,G.rev Ltd."
898,Cornfox &amp; Bros.,"['Action', 'Adventure', 'Indie', 'RPG']",Oceanhorn: Monster of Uncharted Seas,Oceanhorn: Monster of Uncharted Seas,http://store.steampowered.com/app/339200/Oceanhorn_Monster_of_Uncharted_Seas/,2015-03-17,"['Adventure', 'RPG', 'Action', 'Indie', 'Puzzle', 'Fantasy', 'Singleplayer', 'Action-Adventure', 'Open World', 'Great Soundtrack']",http://steamcommunity.com/app/339200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,339200.0,Cornfox &amp; Bros.
899,Meridian4,['Indie'],Chains,Chains,http://store.steampowered.com/app/11360/Chains/,2008-11-25,"['Indie', 'Puzzle', 'Physics', 'Casual', 'Singleplayer', '2D', 'Great Soundtrack', 'Retro', 'Atmospheric']",http://steamcommunity.com/app/11360/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,False,11360.0,2DEngine.com
900,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",Middle-earth: Shadow of Mordor - Endless Challenge,Middle-earth: Shadow of Mordor - Endless Challenge,http://store.steampowered.com/app/318402/Middleearth_Shadow_of_Mordor__Endless_Challenge/,2014-10-28,"['Adventure', 'Action']",http://steamcommunity.com/app/318402/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,False,318402.0,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
901,KHB-Soft,"['Action', 'Casual', 'Indie']","Linea, the Game - Broken Chiptunes","Linea, the Game - Broken Chiptunes",http://store.steampowered.com/app/453330/Linea_the_Game__Broken_Chiptunes/,2016-03-28,"['Action', 'Indie', 'Casual', 'Music', 'Difficult', 'Minimalist', 'Music-Based Procedural Generation', 'Fast-Paced', 'Arcade']",http://steamcommunity.com/app/453330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",0.99,False,453330.0,KHB-Soft
902,,,Richard Jeni: Platypus Man,Richard Jeni: Platypus Man,http://store.steampowered.com/app/624790/Richard_Jeni_Platypus_Man/,2017-05-01,['Movie'],http://steamcommunity.com/app/624790/reviews/?browsefilter=mostrecent&p=1,['Captions available'],2.99,False,624790.0,
903,Nomad Games,"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #15 - Saracen,Talisman - Character Pack #15 - Saracen,http://store.steampowered.com/app/267777/Talisman__Character_Pack_15__Saracen/,2016-12-14,"['Strategy', 'RPG', 'Indie']",http://steamcommunity.com/app/267777/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,267777.0,Nomad Games
904,Slavitica,"['Casual', 'Indie', 'Simulation', 'Strategy']",ArsonVille,ArsonVille,http://store.steampowered.com/app/553610/ArsonVille/,2016-11-24,"['Casual', 'Simulation', 'Strategy', 'Indie']",http://steamcommunity.com/app/553610/reviews/?browsefilter=mostrecent&p=1,['Single-player'],1.0,False,553610.0,Slavitica
905,Gneu LLC,"['Casual', 'Indie', 'Strategy']",Deficis Demo,Deficis Demo,http://store.steampowered.com/app/385820/Deficis_Demo/,2014-05-28,"['Strategy', 'Indie', 'Casual']",http://steamcommunity.com/app/385820/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Game demo', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",,False,385820.0,Gneu LLC
906,TopWare Interactive AG,"['Audio Production', 'Utilities', 'Video Production']",Audials Tunebite 12 - Upgrade to Audials One Suite,Audials Tunebite 12 - Upgrade to Audials One Suite,http://store.steampowered.com/app/393720/Audials_Tunebite_12__Upgrade_to_Audials_One_Suite/,2015-08-20,"['Utilities', 'Video Production', 'Audio Production']",http://steamcommunity.com/app/393720/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],39.99,False,393720.0,Audials AG
907,Beyond Play Limited,['Utilities'],GoPlay Editor - Amazing Game Recorder & Video Editor,GoPlay Editor - Amazing Game Recorder &amp; Video Editor,http://store.steampowered.com/app/751390/GoPlay_Editor__Amazing_Game_Recorder__Video_Editor/,2017-11-19,['Utilities'],http://steamcommunity.com/app/751390/reviews/?browsefilter=mostrecent&p=1,,49.99,False,751390.0,Beyond Play Limited
908,Disney Interactive,"['Action', 'Racing']",TRON RUN/r CYCLE Extender Bundle,TRON RUN/r CYCLE Extender Bundle,http://store.steampowered.com/app/429461/TRON_RUNr_CYCLE_Extender_Bundle/,2016-05-06,"['Action', 'Racing']",http://steamcommunity.com/app/429461/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",2.99,False,429461.0,Sanzaru Games Inc.
909,GRASSHOPPER MANUFACTURE INC.,"['Adventure', 'Indie']",The Silver Case: The Extra Contents,The Silver Case: The Extra Contents,http://store.steampowered.com/app/533570/The_Silver_Case_The_Extra_Contents/,2016-10-06,"['Indie', 'Adventure']",http://steamcommunity.com/app/533570/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",14.99,False,533570.0,"GRASSHOPPER MANUFACTURE INC.,AGM PLAYISM"
910,Deceptive Games Ltd.,"['Action', 'Adventure', 'Indie']",The Initiate,The Initiate,http://store.steampowered.com/app/659480/The_Initiate/,2017-08-01,"['Adventure', 'Indie', 'Action', 'Puzzle', 'Horror', 'Atmospheric', 'Psychological Horror', 'Story Rich', 'Great Soundtrack', 'Singleplayer']",http://steamcommunity.com/app/659480/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",14.99,False,659480.0,Deceptive Games Ltd.
911,,['Free to Play'],Lumber King DLC - Disciplined Bracelet,Lumber King DLC - Disciplined Bracelet,http://store.steampowered.com/app/681515/Lumber_King_DLC__Disciplined_Bracelet/,2017-08-16,['Free to Play'],http://steamcommunity.com/app/681515/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']",14.99,False,681515.0,
912,"KOEI TECMO GAMES CO., LTD.",['RPG'],"BLUE REFLECTION - Vacation Style Set C (Lime, Fumio, Chihiro)","BLUE REFLECTION - Vacation Style Set C (Lime, Fumio, Chihiro)",http://store.steampowered.com/app/688270/BLUE_REFLECTION__Vacation_Style_Set_C_Lime_Fumio_Chihiro/,2017-11-21,['RPG'],http://steamcommunity.com/app/688270/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",5.99,False,688270.0,"KOEI TECMO GAMES CO., LTD."
913,Viva Media,"['Casual', 'Strategy']",Crazy Machines 2: Happy New Year DLC,Crazy Machines 2: Happy New Year DLC,http://store.steampowered.com/app/202452/Crazy_Machines_2_Happy_New_Year_DLC/,2011-12-19,"['Strategy', 'Casual']",http://steamcommunity.com/app/202452/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",2.99,False,202452.0,Fakt Software
914,,['Simulation'],Funfair Ride Simulator 3 - Ride Pack 3,Funfair Ride Simulator 3 - Ride Pack 3,http://store.steampowered.com/app/499571/Funfair_Ride_Simulator_3__Ride_Pack_3/,2016-08-04,['Simulation'],http://steamcommunity.com/app/499571/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements']",5.99,False,499571.0,
915,Homiebear Studio,"['Casual', 'Indie']",Perfect Fit - Totemland,Perfect Fit - Totemland,http://store.steampowered.com/app/536490/Perfect_Fit__Totemland/,2016-11-10,"['Casual', 'Indie', 'Puzzle', '2D', 'Touch-Friendly', 'Colorful', 'Difficult', 'Relaxing']",http://steamcommunity.com/app/536490/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",3.99,False,536490.0,Homiebear Studio
916,"Capcom U.S.A., Inc",['Action'],Street Fighter X Tekken: SF Booster Pack 7,Street Fighter X Tekken: SF Booster Pack 7,http://store.steampowered.com/app/210087/Street_Fighter_X_Tekken_SF_Booster_Pack_7/,2013-02-06,['Action'],http://steamcommunity.com/app/210087/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",0.99,False,210087.0,"Capcom U.S.A., Inc"
917,DigitalEZ,"['Casual', 'Indie']",Notch Original Soundtrack - Alpha Episode,Notch Original Soundtrack - Alpha Episode,http://store.steampowered.com/app/355440/Notch_Original_Soundtrack__Alpha_Episode/,2015-07-06,"['Indie', 'Casual']",http://steamcommunity.com/app/355440/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,False,355440.0,"Angels Blue Digital Entertainment,DigitalEZ"
918,LunarCore Games,"['Action', 'Indie', 'RPG']",Knights of Galiveth,Knights of Galiveth,http://store.steampowered.com/app/562290/Knights_of_Galiveth/,2017-05-01,"['Action', 'Indie', 'RPG', '2D', 'Platformer', 'Metroidvania', 'Perma Death', 'Singleplayer', 'Multiple Endings', 'Fantasy', 'Exploration', 'Action RPG']",http://steamcommunity.com/app/562290/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",3.99,False,562290.0,"LunarCore Games,Challudym"
919,Nitro Games,['Strategy'],Commander: Conquest of the Americas - Pirate Treasure Chest,Commander: Conquest of the Americas - Pirate Treasure Chest,http://store.steampowered.com/app/49311/Commander_Conquest_of_the_Americas__Pirate_Treasure_Chest/,2011-02-17,['Strategy'],http://steamcommunity.com/app/49311/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",4.99,False,49311.0,Nitro Games
920,DotEmu,"['Action', 'Adventure', 'RPG']",Little Big Adventure - Enhanced Edition,Little Big Adventure - Enhanced Edition,http://store.steampowered.com/app/397330/Little_Big_Adventure__Enhanced_Edition/,1994-10-14,"['Adventure', 'Action', 'RPG', 'Retro', 'Cult Classic', ""1990's""]",http://steamcommunity.com/app/397330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",5.99,False,397330.0,DotEmu
921,Slitherine Ltd.,['Strategy'],Battlestar Galactica Deadlock: Reinforcement Pack,Battlestar Galactica Deadlock: Reinforcement Pack,http://store.steampowered.com/app/692080/Battlestar_Galactica_Deadlock_Reinforcement_Pack/,2017-12-06,"['Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Singleplayer', 'Simulation', 'Turn-Based Strategy', 'Tactical', 'Replay Value', 'War', 'Multiplayer', 'Space', 'Turn-Based Combat', 'Grand Strategy']",http://steamcommunity.com/app/692080/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",4.99,False,692080.0,Black Lab Games
922,"Digerati Distribution, Kot in Action Creative Artel","['Action', 'Indie']",The Sun and Moon,The Sun and Moon,http://store.steampowered.com/app/321560/The_Sun_and_Moon/,2014-11-14,"['Indie', 'Action', 'Platformer', 'Puzzle', 'Great Soundtrack', 'Difficult']",http://steamcommunity.com/app/321560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",6.99,False,321560.0,Daniel Linssen
923,AGM PLAYISM,"['Action', 'Casual', 'Indie']",GOCCO OF WAR Demo,GOCCO OF WAR Demo,http://store.steampowered.com/app/427720/GOCCO_OF_WAR_Demo/,2016-01-15,"['Casual', 'Action', 'Indie', 'Cute']",http://steamcommunity.com/app/427720/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Game demo', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",,False,427720.0,"peakvox,O-TWO inc."
924,Fairytale Distillery,"['Action', 'Massively Multiplayer', 'RPG']",The Exiled - Vanguard Pack,The Exiled - Vanguard Pack,http://store.steampowered.com/app/530152/The_Exiled__Vanguard_Pack/,2017-02-23,"['Action', 'RPG', 'Massively Multiplayer']",http://steamcommunity.com/app/530152/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Downloadable Content']",79.99,False,530152.0,Fairytale Distillery
925,CI Games,['Action'],Sniper: Ghost Warrior,Sniper: Ghost Warrior,http://store.steampowered.com/app/34830/Sniper_Ghost_Warrior/,2010-06-24,"['Action', 'Sniper', 'FPS', 'Singleplayer', 'Multiplayer', 'Stealth', 'Shooter', 'First-Person', 'Bullet Time', 'Adventure']",http://steamcommunity.com/app/34830/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",7.99,False,34830.0,City Interactive
926,Focus Home Interactive,['Strategy'],"Wargame: European Escalation - ""Commander"" (Free DLC)","Wargame: European Escalation - ""Commander"" (Free DLC)",http://store.steampowered.com/app/58648/Wargame_European_Escalation__Commander_Free_DLC/,2012-09-25,['Strategy'],http://steamcommunity.com/app/58648/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Valve Anti-Cheat enabled']",,False,58648.0,Eugen Systems
927,Digital Tribe,"['Action', 'Indie']",Kings of Kung Fu,Kings of Kung Fu,http://store.steampowered.com/app/316930/Kings_of_Kung_Fu/,2015-06-25,"['Action', 'Indie', 'Fighting', 'Martial Arts', '2D Fighter']",http://steamcommunity.com/app/316930/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,316930.0,Jae Lee Productions
928,Ninja Kiwi,"['Action', 'Free to Play', 'Strategy']",Bloons TD Battles,Bloons TD Battles,http://store.steampowered.com/app/444640/Bloons_TD_Battles/,2016-04-20,"['Free to Play', 'Tower Defense', 'Multiplayer', 'Strategy', 'Action', 'Competitive', 'PvP', 'Co-op', 'Casual', 'Funny', '2D', 'Massively Multiplayer', 'Family Friendly', 'Singleplayer', 'Difficult', 'Adventure', 'Sandbox']",http://steamcommunity.com/app/444640/reviews/?browsefilter=mostrecent&p=1,"['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards']",Free to Play,False,444640.0,Ninja Kiwi
