release_date,developer,price
2015-08-04,"wefiends, Inc.",1.99
2015-08-04,"Jeffrey Nordin,Justin Nordin",4.99
2015-08-04,Dust Scratch Games,4.99
2015-08-04,Eat Create Sleep,1.99
2015-08-04,Nicholas Mallory,1.99
2015-08-04,Fluffy Kitten Studios,24.99
2015-08-04,Fluffy Kitten Studios,89.99
2015-08-04,Iris Flight Simulation Software,19.99
2008-03-07,"Silverlode Interactive,Wasatch Games",Free
2015-08-04,Atomic Planet,4.99
2015-08-04,Ubisoft - San Francisco,2.99
2015-08-04,Ubisoft - San Francisco,2.99
2015-08-04,Ubisoft - San Francisco,7.99
2015-08-04,Ubisoft - San Francisco,2.99
2015-08-04,Peter Gutenko,
2015-08-04,Eat Create Sleep,1.99
2015-08-04,"Idea Factory,Compile Heart",29.99
2015-08-04,Thinice,4.99
2015-08-04,Fancy Fish Games,1.99
2015-08-04,Fancy Fish Games,2.99
2015-08-04,Zoo Corporation,10.99
2015-08-05,SOEDESCO Publishing,
2015-08-05,Eleon Game Studios,19.99
2015-08-05,Serious Games Interactive,2.99
2015-08-04,ebi-hime,5.99
2015-08-05,ZackBellGames,4.99
,,9.99
2014-01-13,,1.99
2015-08-07,"AndrewMD5,Codeusa",9.99
2015-09-28,Dark Day Interactive,3.99
2015-08-05,ZackBellGames,1.99
2015-08-10,the whale husband,Free
2015-08-10,ASC Games,4.99
2015-08-10,Ekuator Games,12.99
2015-08-10,Sledgehammer Games,3.99
2015-08-10,"Angels Blue Digital Entertainment,DigitalEZ",4.99
2015-08-10,Dead Mage,6.99
2015-08-10,Daniel Mercier,0.99
2015-08-10,Awfully Nice Studio,
2015-08-11,Smit Parmar,2.99
2015-08-10,Dead Mage,14.99
2015-08-10,Orange_Juice,1.99
2015-08-10,iosoftware,2.99
2015-08-10,"Chris Christodoulou,Yeti Trunk",4.99
2015-08-10,Yeti Trunk,9.99
2015-08-10,Adam DeLease,1.99
2015-08-11,Roll7,14.99
2015-08-11,Ubisoft - San Francisco,2.99
2015-08-11,Ubisoft - San Francisco,2.99
2015-08-11,Ubisoft - San Francisco,2.99
2015-08-12,"Signal Studios,Krome Studios",4.99
2015-08-12,Cranktrain,9.99
2015-08-12,Faris Mohammed,4.99
2015-08-12,Cranktrain,1.99
2015-08-15,rdt.32,1.99
2015-08-12,The SKSE Team,Free
2015-08-12,Erwin Wolf,1.99
2015-08-12,Team Fractal Alligator,9.99
2015-08-12,DanielDavisGames,4.99
2015-08-12,Sapphire Dragon Productions,Free to Play
2015-07-07,"Psyonix, Inc.",3.99
2015-07-07,"Psyonix, Inc.",4.99
2015-08-13,Origin8 Technologies Ltd,6.99
2015-08-13,Bloober Team SA,14.99
2015-08-13,Flump Studios,
2015-08-14,Kerberos Productions Inc.,0.99
2015-08-13,Iced Lizard Games,4.99
2015-08-14,Labyrinthine,2.99
2015-08-13,FSDG Online,16.99
2015-08-13,"SmiteWorks USA, LLC",14.99
2015-08-13,"SmiteWorks USA, LLC",19.99
2015-08-13,Turtle Sandbox LLC,
2015-08-13,"SmiteWorks USA, LLC",19.99
2015-08-14,Silden,2.99
2015-08-13,"OhNoo Studio,Smile",
2015-08-14,"Fancy Bytes, Reactor",9.99
2015-08-14,Erdem Sen,4.99
2015-08-13,Onipunks Studio Inc.,12.99
2015-08-14,Cleverweek,1.99
2015-08-14,Cleverweek,0.99
2015-08-14,Ketos Games,9.99
2015-08-18,Icehole Games,1.99
2015-08-21,Hesketh Studios,4.99
2015-08-18,Rogue Snail,Free
2015-08-18,Square Enix,29.99
2015-08-18,Straight Right,19.99
2015-08-18,Tribute Games Inc.,9.99
2015-08-18,Uber Entertainment,39.99
2015-08-18,Crian Soft,5.99
2015-08-18,Ubisoft - San Francisco,2.99
2015-08-18,Ubisoft - San Francisco,2.99
2015-08-18,Ubisoft - San Francisco,2.99
2015-08-18,Ubisoft - San Francisco,2.99
2015-08-18,Humongous Entertainment,6.99
2015-08-18,Humongous Entertainment,6.99
2015-08-18,Corrosive Studios LLC,2.99
2015-08-18,Ubisoft - San Francisco,9.99
2015-02-20,APPIDEMIC Studios,3.99
2015-08-18,Autobotika,
2015-08-18,Red Dot Games,2.99
2015-08-18,Bolder Games,4.99
2015-08-19,Fenrir Studios,9.99
2015-08-19,Astronomic Games,8.99
2015-08-19,Critical Bit,9.99
2010-10-21,Blue Byte,Free to Play
2015-08-19,Shorebound Studios,9.99
2012-06-06,Narrow Monolith,1.99
2015-08-19,Frozen District,13.99
2015-08-19,Citeremis Inc.,0.99
2015-08-19,IMPERIAL NORTH MUSIC AGENCY,6.99
2015-08-19,FuturLab,19.99
2015-08-01,,1.99
2015-08-19,Bulbware,
2015-08-20,"Nine Tales Digital,Bolt Creative",4.99
2015-08-19,Ice Water Games,Free
2015-08-19,Trazzy Entertainment,
2015-08-20,Trazzy Entertainment,
2015-08-20,Trazzy Entertainment,
2015-08-20,Trazzy Entertainment,
2015-08-20,Trazzy Entertainment,
2015-08-20,Brendon Pywell,59.99
2015-08-21,Ezzat Studios,3.99
2015-08-20,Cyber Rhino Studios,6.99
2015-08-20,VooFoo Studios,19.99
2015-08-18,Ice Water Games,6.99
2015-08-20,Morgondag,11.99
2015-08-20,Audials AG,39.99
2015-08-20,Audials AG,39.99
2015-08-20,Audials AG,34.99
2015-08-20,Crystice Softworks,Free to Play
2015-08-20,Audials AG,14.99
2015-08-20,Frozenbyte,21.99
2014-01-07,"New Bridge Games,Alawar Entertainment",3.99
2015-08-20,XMPT Games,4.99
2015-08-20,XMPT Games,11.99
2015-08-21,Choice of Games,
2015-08-21,"Autobotika,Game Nation Inc",4.99
2015-08-21,Handelabra Games Inc.,4.99
2015-08-21,,2.99
2015-08-21,Arboreal Games,8.99
2015-08-21,"Overcloud9, Phantasm Games",4.99
2014-12-25,Buko Studios,2.99
2014-12-25,Forte Sounds,0.99
2015-08-24,SFS Studios,4.99
2007-10-19,Burut CT,7.99
2009-10-21,Spline Games,6.99
2015-08-24,5 Lives Studios,3.99
2007-05-27,Teeworlds Team,Free
2015-08-24,Cococucumber,9.99
2015-08-24,CCCP,
2011-05-29,deadweight games,0.99
2015-08-17,Wojciech Krupinski,0.99
2015-08-25,Phosphor Games,7.99
2015-08-25,AKGames,14.99
2015-08-25,AKGames,
2015-08-26,Z-Software,9.99
2015-08-26,Studio Evil,19.99
2015-08-26,Matthew Brown,Free
2004-11-11,Games Farm,4.99
2015-08-26,Black Forest Games,9.99
2015-08-26,Wesley LaFerriere,3.99
2015-08-26,"ForeverBound,Valiant,RollingFacade",0.99
2015-08-26,Huebotics,4.99
2015-08-26,Icy Donut,Free to Play
2015-08-26,"Alawar Stargaze,Alawar Entertainment",4.99
2015-11-03,Blue Mammoth Games,99.99
2015-08-26,Johannes Eski,Free to Play
2015-08-27,Killmonday Games AB,14.99
2015-08-27,Slightly Mad Studios,3.49
2014-02-17,Tuomo Laine,Free to Play
2015-08-27,Digital Furnace Games,13.99
2015-08-27,Haemimont Games,6.99
2015-08-27,OCCA Studios,14.99
2015-08-27,Twice Circled,24.99
2015-08-27,Mandragora,
2015-08-27,Just Trains,29.99
2015-06-25,Alice &amp; Smith,9.99
2015-08-27,CCCP,14.99
2013-09-13,Serious Games Interactive,4.99
2015-08-27,Morgondag,3.99
2015-08-27,OVERKILL - a Starbreeze Studio.,
2015-08-27,Cateia Games,6.99
2015-08-27,Calvino Noir Limited,6.99
2015-08-27,Dagestan Technology,1.99
2015-08-27,Corbie Games,34.99
2015-08-27,RIP Studios LLC,14.99
2015-08-27,"KOEI TECMO GAMES CO., LTD.",39.99
2011-12-24,Alawar Stargaze,2.99
2015-08-28,Decaying Logic,12.99
2015-09-01,Ubisoft - San Francisco,7.99
2015-08-27,Rain Pohlak,
2015-08-27,Puny Human,1.99
2015-08-31,Risen Phoenix Studios,4.99
2015-08-29,From Soy Sauce LLC,1.99
2013-10-03,FNGames,Free to Play
2015-08-31,Urbanscan,4.99
2015-09-01,Yanim Studio,9.99
2015-08-31,Star Vault AB,Free to Play
1985-07-10,,14.99
2015-08-31,Magnetic Realms,9.99
1982-05-21,,14.99
2015-05-15,,14.99
2015-09-01,"Avalanche Studios,Feral Interactive (Mac/Linux)",19.99
2015-08-31,Kimmo Lahtinen,2.99
2015-09-01,CoaguCo Industries,Free to Play
2015-09-01,LifeSpark Entertainment,9.99
2014-08-08,WTFOMGames,4.99
2015-09-01,Lucas Molina,9.99
2015-09-01,FiolaSoft Studio,
2015-09-01,"KOEI TECMO GAMES CO., LTD.",59.99
2015-09-01,Konami Digital Entertainment,19.99
2015-09-01,,
2015-09-01,,2.99
2015-09-01,,2.99
2015-09-01,,2.99
2015-09-01,,2.99
2015-09-01,,2.99
2015-09-01,,2.99
2015-09-01,,2.99
2015-09-01,,2.99
2015-08-25,Funktronic Labs,4.99
2015-09-01,,2.99
2015-09-01,Daniel Spruce,9.99
2015-09-01,"Jurlo,JetPackGone",
2015-09-01,"Magnetic Realms,Bravewave",9.99
2015-09-02,Trav Nash,Free to Play
2015-09-02,Abbey Games,19.99
2015-06-01,WakeskaterX,
2015-09-07,Wareberd,6.99
2015-09-07,Team Kryll,4.99
2015-09-08,Hi-Rez Studios,29.99
2015-09-08,Hi-Rez Studios,Free to Play
2015-09-08,TURBOGUN,9.99
2015-09-08,"KOEI TECMO GAMES CO., LTD.",7.99
2015-09-08,Michael Flynn,0.99
2015-09-08,1337 &amp; Senri AB,6.99
2015-09-08,Ubisoft - San Francisco,2.99
2015-09-08,Ubisoft - San Francisco,2.99
2015-09-08,Polygon Art,4.99
2015-09-08,Star Gem Inc.,9.99
2015-09-08,Star Gem Inc.,18.99
2015-09-04,Nuligine,6.99
2015-09-07,CoaguCo Industries,0.99
2006-09-19,EasyAntiCheat Ltd,Free
2015-09-10,Witching Hour Studios,14.99
2015-09-09,Mandlebar,6.99
2015-09-10,Realmforge Studios,3.99
2015-09-10,"Tendershoot,A Jolly Corpse",9.99
2015-09-10,Stardock Entertainment,3.99
2015-09-10,OVERKILL - a Starbreeze Studio.,
2008-07-15,Mini IT,3.99
2007-01-01,49 Games,6.99
2015-09-10,Wild Sphere,9.99
2015-09-10,Brave Giant LTD,9.99
2015-09-08,Verto Studio LLC,3.99
2015-09-10,Robby Duguay,0.99
2015-09-11,Spilt Milk Studios,
2014-07-01,IceGames Studios,2.99
2015-09-11,ENKSoft,4.99
2015-09-15,tobyfox,9.99
2015-09-15,Creative Assembly,7.99
2015-09-15,tobyfox,9.99
,,24.99
2015-09-15,"Jackbox Games, Inc.",0.99
2015-09-15,Sleepy Studios,4.99
2015-09-15,Sleepy Studios,2.99
2015-09-15,Paul Cooney,4.99
2015-09-15,Ubisoft - San Francisco,2.99
2015-09-15,ektomarch,4.99
2015-09-15,Ubisoft - San Francisco,2.99
2015-09-15,Skinny Jean Death Studios,1.99
2015-09-15,Ubisoft - San Francisco,7.99
2015-09-15,Ubisoft - San Francisco,2.99
2015-09-15,PlazSoft,4.99
2015-09-15,Andrew Rowe,4.99
2015-09-15,Sometimes You,0.99
2015-09-16,"WarGirl Games,Seycara Music and Arts",3.99
2015-09-15,Cellbloc Studios,19.99
2015-09-16,WarGirl Games,8.99
2015-09-16,"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy",9.99
2015-09-16,Hanako Games,19.99
2015-09-16,Pixel Blitz Studios,2.99
2015-09-18,"Rafael Barreto,MacKenzie Kaser",1.99
1998-09-30,Urbanscan,4.99
2015-09-16,Meteor Shock,8.99
2015-09-16,Harrison Walters,2.99
2015-09-16,Cats Who Play,4.99
2015-09-17,Deck13,9.99
2015-09-17,Racing Bros,0.99
2015-09-17,SRF Games,1.99
2015-09-17,Shenandoah Studio,9.99
2000-03-01,Anvil-Soft,4.99
2009-07-12,Dovetail Games,24.99
2015-09-17,Warballoon,14.99
2015-09-17,"Fernando Ramallo,David Kanaga",9.99
2015-09-17,Handyman Studios,14.99
2015-09-17,Pigasus Games,19.99
2015-09-17,PiGravity,0.99
2015-09-17,Fancy Fish Games,3.99
2015-09-17,Fancy Fish Games,11.99
2015-09-17,The Future Of Videogames,2.99
2015-09-17,Days of Wonder,9.99
2015-09-17,Krome Studios,5.99
2015-09-17,Krome Studios,5.99
2015-09-16,N2Games,
2015-09-17,Krome Studios,19.99
2015-09-18,Confused Genius,Free
2015-09-18,Yeah Us!,9.99
2015-09-18,"Multi-Dimensional Games (Studio of ThoughtSTEM, LLC)",19.99
2015-05-20,PatchNoteStudio,4.99
2015-09-18,Yeah Us!,3.99
2015-09-18,Big Fat Simulations Inc.,6.99
2015-09-18,Photon Arena,9.99
2012-09-07,,1.99
2015-09-18,Nick Howard,2.99
2015-09-18,ComiPo! LLP,17.99
2015-09-22,Ubisoft - San Francisco,2.99
2015-09-22,Ubisoft - San Francisco,2.99
2015-09-21,Lantana Games,4.99
2015-09-21,Lantana Games,3.99
2015-09-21,Adventurous Productions,1.99
2015-09-21,Ironward,3.99
2015-09-21,Phoenix Game and Publisher Studio,4.99
2015-09-17,Alex Zhang,0.99
2015-09-21,WRF Studios,12.99
2015-09-21,THE BROTHERHOOD,4.99
2015-09-21,"Offworld Games, LLC",12.99
2015-09-21,Trese Brothers,9.99
2015-09-21,Jayanam,9.99
2015-09-21,Frictional Games,29.99
2015-09-22,Choice Provisions,14.99
2015-09-24,"World Loom,House of Fables",9.99
2015-09-24,"Milan Kazarka,Jeroen van Oosten",7.99
2015-09-22,Fabian Jarrett,Free
2015-09-24,JoyBits Ltd.,11.99
2015-08-24,Epic LLama,1.99
2015-09-06,"JH12world,Jordan Benoit",5.99
2015-09-24,The Foundry,299.99
2015-09-24,FIVE-BN GAMES,Free to Play
2015-09-24,Sapphire Dragon Productions,0.99
2015-09-24,Free Reign Entertainment,
2015-09-24,Casual Labs,
,,8.99
2015-09-24,Nacho Games,
2015-09-24,Mad Goblin Games,3.99
2015-09-25,JDRumble,1.99
2015-09-15,TEAM TANDS PLUS,9.99
2015-09-25,BTNcafe,5.99
2015-09-25,Wytchlight,2.99
2015-09-29,"INTI CREATES CO., LTD.",4.99
,,19.99
2015-01-20,Amund Farifteh,4.99
2015-09-29,Juicy Beast,9.99
2015-09-29,Aratog LLC,Free to Play
2015-09-29,Thunder Lotus Games,14.99
2015-09-29,Max LL,9.99
2015-09-29,Limbic Entertainment,49.99
2015-09-29,Fun Infused Games,1.99
2015-07-01,Adhoc Games,
2015-09-29,A2A Simulations,14.99
2015-09-29,Cylight Studios,
2015-09-29,A2A Simulations,24.99
2015-09-29,Carlo D'Apostoli Projects,4.99
2015-09-29,Ubisoft - San Francisco,2.99
2015-09-29,Pixeljam,5.99
2015-09-29,Ubisoft - San Francisco,2.99
2015-09-29,Ubisoft - San Francisco,2.99
2015-09-30,Pencil Test Studios,9.99
2015-09-30,Triple Lasers,11.99
2010-09-16,Zeiva Inc,19.99
2015-09-30,SCS Software,3.99
2015-09-30,Epic Devs LLC,4.99
2015-09-20,Space Cat Studios,0.99
2015-09-30,Dot Dream,0.99
2015-09-30,Snail-Ninja Studio,0.99
2015-09-30,GameArt Studio GmbH,9.99
2015-09-30,Team17 Digital Ltd,
1993-12-10,Digital Concepts,4.99
2015-09-30,"Team NINJA,KOEI TECMO GAMES CO., LTD.",34.99
2015-09-30,"Team NINJA,KOEI TECMO GAMES CO., LTD.",24.99
2015-09-30,"Team NINJA,KOEI TECMO GAMES CO., LTD.",29.99
2015-09-30,"Chris Johnson,Chris Larkin",5.99
2015-09-30,"Team NINJA,KOEI TECMO GAMES CO., LTD.",19.99
2015-09-30,"Team NINJA,KOEI TECMO GAMES CO., LTD.",34.99
2012-09-06,Anvate Games,
2015-10-02,Vovoid Media Technologies AB,12.99
2007-10-15,ShareX Team,Free
2015-10-02,Endless Loop Studios,2.99
2015-10-02,"David Lawrence,Nico Thomas",0.99
2015-10-02,Adhoc Games,1.99
2015-10-02,Vovoid Media Technologies AB,1.99
2015-10-02,Anarchy Enterprises,2.99
2015-10-05,Filimundus,6.99
2015-10-05,McMagic Productions,19.99
2015-10-05,Hammer Labs,14.99
2015-10-05,Abnormal Software,9.99
2015-10-05,"MidBoss, LLC.",
2015-10-05,ByteRockers' Games,
2015-10-05,Kittehface Software,3.99
2015-10-05,Cavelight Entertainment,9.99
2015-10-05,Abyss Studios,9.99
,,14.99
2015-10-06,Introversion Software,29.99
2015-10-06,HandyGames,9.99
2015-10-05,Hammer Labs,7.99
2015-10-06,Ubisoft - San Francisco,2.99
2015-10-06,Ubisoft - San Francisco,2.99
2015-10-06,Ubisoft - San Francisco,2.99
2015-10-06,Piranha Bytes Distribution UG&amp;Co KG,64.99
2015-10-06,Ubisoft - San Francisco,7.99
2014-09-01,Individual Software,14.99
2016-09-10,Crecatsoft,
2014-06-01,Alawar Entertainment,7.99
2015-10-07,HiFi Technologies,24.99
2015-10-07,A2A Simulations,9.99
2015-10-07,Dovetail Games,19.99
2015-10-12,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",1.29
2015-10-12,"Sebastian Krzyszkowiak,Kevin MacLeod,Jakub Marszałkowski,Michał Roszyk",0.99
2015-10-12,Soccer Manager Ltd,6.99
2015-10-09,Nathan Meunier,4.99
2015-10-09,Oldblood,7.99
2015-10-09,Badland Development Studio,0.99
2015-10-09,Bit2Good Ug,7.99
2015-10-09,Mechabit Ltd,9.99
1995-12-31,"Gremlin Interactive,The Software Refinery",5.99
1996-06-30,Gremlin Interactive,5.99
2015-10-09,Bit2Good Ug,6.99
2015-10-09,Aaron Arcand,6.99
2015-10-09,Whootgames,2.99
2015-10-09,Michael Lückgen,1.99
2015-10-09,Juri Schupilo,3.99
2015-10-13,Ubisoft - San Francisco,2.99
2015-08-14,Winter Drake Teller,3.99
2015-10-14,Casual Labs,7.99
2015-10-14,Overflow,1.99
2015-10-15,Dogenzaka Lab,29.99
2015-10-14,Moleworks,1.99
2015-10-15,Team Grybanser Fox,9.99
2014-06-08,Regal Computer Services,1.99
2015-10-15,Moppin,2.99
2015-10-15,"Flashback Games,The Lordz Games Studio",9.99
2015-10-15,Untame,14.99
2015-10-15,"Untame,The Future Sound of London",9.99
2015-10-15,Free Lives,14.99
2015-10-13,Realore,3.99
2015-10-15,Free Lives,4.99
2015-10-15,Winter Drake Teller,0.99
2015-10-15,LUCKY GIRLS LIMITED,Free to Play
2015-10-15,Syberstudio,0.99
2015-10-16,Rodeo Games,14.99
2014-01-10,,5.99
2015-10-16,TwinDrills,8.99
2015-10-16,OVERDRIVE,7.99
2015-10-16,4NetGames,6.99
,,8.99
2016-03-15,Nimbly Games,9.99
2015-10-16,RSK Entertainment,14.99
2015-10-19,MAGIX Software GmbH,99.99
2015-10-19,Realore,3.99
2015-10-16,StudioGIW,9.99
2015-10-19,Realore,2.99
2015-02-10,Robert Dahlenburg,11.99
2015-10-19,BANDAI NAMCO Studio Inc.,6.99
2015-10-19,BANDAI NAMCO Studio Inc.,49.99
2015-10-19,Bread Machine Games,9.99
2015-10-19,Codemasters,18.99
2015-10-20,Konami Digital Entertainment,0.99
2015-10-19,"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)",19.99
2015-10-20,Konami Digital Entertainment,0.99
2015-10-20,Boiagames,5.99
2015-10-21,"Psyonix, Inc.",1.99
2015-10-21,Reality Twist GmbH,14.99
2015-10-20,Dreamatrix,29.99
2015-10-23,Alexander Byzov,1.99
2015-10-21,Realore,2.99
2015-10-21,Trial &amp; Error,2.99
2015-10-21,ARTDINK,59.99
2015-10-21,"Noio,Licorice",4.99
2015-10-21,Gunnar Games,14.99
2015-10-21,,7.99
2015-09-15,,4.99
2015-10-20,Konami Digital Entertainment,0.99
2015-09-24,,9.99
2015-09-27,,14.99
2015-10-21,,10.99
2015-10-21,C3SK,9.99
2015-10-21,Alexander Mirdzveli,8.99
2015-10-22,Windforce,4.99
2015-10-21,YGGDRASIL STUDIO,0.99
2015-10-21,Zoo Corporation,9.99
2015-10-21,Turmoil Games,9.99
2015-10-23,Raving Bots,8.99
2015-10-23,Audials AG,24.99
2015-10-23,Audials AG,14.99
2015-10-23,"Diggidy.net, LLC",5.99
2015-10-23,Audials AG,49.99
2015-10-23,Audials AG,39.99
2011-04-01,,1.99
2015-10-20,Dreamsite Games,2.99
2015-10-22,Holotech Studios,4.99
2015-10-22,Ceiba Software and Arts,11.99
2015-10-22,WarfareSims,19.99
2015-10-22,"Jetdogs Studios,IndeePop",2.99
2015-10-22,Dharker Studio,3.99
2015-10-22,Dharker Studio,7.99
2015-10-22,Dovetail Games,19.99
2015-10-22,Dovetail Games,19.99
2015-10-27,Gamesare,3.99
2015-10-21,N2Games,
2015-10-26,Princesseuh,2.99
2015-10-26,"Monochrome, Inc",1.99
2015-10-26,RadiationBurn,4.99
2014-12-24,Duion,Free to Play
2015-10-26,Sakura River Interactive,7.99
2015-10-26,,Free
2015-10-26,ElagoTech,0.99
2015-10-26,ElagoTech,7.99
2015-10-26,"Cantina Games and Entertainment, Inc.",4.99
2015-10-27,Naloki,4.99
2015-10-27,Funcom,12.99
2015-10-27,David Szymanski,1.99
2015-10-27,A2A Simulations,19.99
2015-10-27,Larian Studios,39.99
2015-10-27,Cuddly Zombie Games,1.99
2015-10-27,Ubisoft - San Francisco,2.99
2015-10-27,Ubisoft - San Francisco,2.99
2015-10-27,Ubisoft - San Francisco,2.99
2015-10-27,Ubisoft - San Francisco,2.99
2015-10-27,Ubisoft - San Francisco,9.99
,,6.99
2015-10-27,BANDAI NAMCO Studio Inc.,4.99
2015-10-27,BANDAI NAMCO Studio Inc.,6.99
2015-10-27,Holotech Studios,
2015-10-27,Room710Games,4.99
2015-10-27,,7.99
2015-10-27,Capcom,3.99
2015-10-27,Capcom,3.99
2015-10-27,Capcom,3.99
2015-10-27,Capcom,3.99
2015-10-27,Capcom,3.99
2015-10-27,Capcom,3.99
2015-10-27,"Rainbow Studios,THQ Nordic",29.99
2015-10-27,Capcom,3.99
2015-10-27,Capcom,3.99
2015-10-28,Studio Pixel,Free to Play
2015-10-27,Capcom,3.99
2011-04-01,Toxtronyx,4.99
2015-10-28,Rocksteady Studios,1.99
2015-10-28,Rocksteady Studios,1.99
2015-10-28,Rocksteady Sudios,1.99
2015-10-28,Rocksteady Studios,1.99
2015-10-28,Rocksteady Studios,1.99
2015-10-28,Rocksteady Studios,0.99
2015-10-28,Rocksteady Studios,1.99
2015-10-28,Rocksteady Studios,0.99
2015-10-28,Rocksteady Studios,1.99
2015-10-28,Rocksteady Studios,1.99
2015-10-28,Rocksteady Studios,6.99
2015-10-28,"no CVT,BlackMuffin",3.99
2015-10-29,"no CVT,BlackMuffin",7.99
2015-10-28,TERC,9.99
2015-10-28,,1.99
2015-10-29,Realmforge Studios,
2015-10-29,"no CVT,BlackMuffin",8.99
2013-11-11,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99
2015-10-29,Kerberos Productions Inc.,0.99
2015-10-29,Bulbware,8.99
2015-10-29,Digital Eel,9.99
2015-10-29,"Relic Entertainment,Feral Interactive (Mac/Linux)",1.99
2015-10-08,Digital Confectioners,5.99
2015-10-29,Darkling Room,2.99
2015-09-01,Digital Confectioners,5.99
2015-10-29,Exato Game Studios,3.99
2015-10-08,Digital Confectioners,5.99
2015-10-29,rest.less Games,7.99
2015-10-29,rest.less Games,3.99
2015-10-29,Dovetail Games,19.99
2015-10-29,Haemimont Games,
2015-10-29,Haemimont Games,
2015-10-29,Darkling Room,4.99
2015-10-29,Giants Software,14.99
2015-10-29,Blob Games Studio,4.99
2015-10-29,"SmiteWorks USA, LLC",6.99
2015-10-29,Haemimont Games,
2015-10-29,"SmiteWorks USA, LLC",9.99
2015-10-29,"SmiteWorks USA, LLC",5.99
2013-11-11,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",7.99
2013-06-18,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99
2013-06-18,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99
2013-06-18,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99
2013-06-18,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99
2013-06-18,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99
2015-09-01,Digital Confectioners,5.99
2013-06-18,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99
2015-10-30,The Game Creators,99.99
2015-10-30,The Game Creators,19.99
2015-10-30,"Digitial Skills,The Game Creators",29.99
2015-10-30,Michael Zahniser,Free
2015-10-30,"Digital Skills,The Game Creators",119.99
2015-10-30,Michael Zahniser,Free to Play
2015-10-30,"Nicalis, Inc.,Edmund McMillen",10.99
2015-10-30,Aries-Lenov,1.99
2016-05-12,"James de Silva,Matthew Sanders",4.99
2015-11-02,Plastic Games,4.99
2015-11-02,Dovetail Games,19.99
2015-11-02,RadiationBurn,12.99
2015-11-02,Rad Codex,14.99
2015-10-30,Ithaqua Labs,6.99
2015-11-02,Michael Flynn,0.99
2015-11-02,The Tambourine,9.99
2015-11-02,Blue Byte,19.99
2015-11-02,Submersivo Game Studio,3.99
2015-11-03,Blue Byte,39.99
2015-11-02,Sørb,2.99
2015-04-13,Oblivionburn Productions,
2015-04-13,Oblivionburn Productions,Free
,,4.99
2015-11-05,Overhead Games,5.99
2015-08-25,Puzzle Lab,
2015-11-04,Overhead Games,7.99
2015-11-04,Overhead Games,4.99
2015-11-04,Overhead Games,4.99
2015-11-04,Overhead Games,8.99
2015-11-04,Overhead Games,8.99
2015-11-04,Overhead Games,4.99
2015-11-04,Timedrop Studios,7.99
